amenity,lat,lon,name
toilets,-1.3171826,36.7918947,
toilets,-1.3162631,36.7920876,NMS toilet
toilets,-1.3171099,36.7921683,
toilets,-1.3172095999999998,36.7923837,
toilets,-1.3162187000000003,36.792424399999994,
toilets,-1.3160355999999998,36.792389799999995,Plot
toilets,-1.3165393999999997,36.792725499999996,
toilets,-1.3139998,36.7936756,Lindi usafi toilet
toilets,-1.3146682999999997,36.7928736,
toilets,-1.3147404999999999,36.7929898,NYS toilet number 145
toilets,-1.3152431999999998,36.7936206,NYS toilet
toilets,-1.3152164,36.7944289,
toilets,-1.3148713999999997,36.7946466,
toilets,-1.3171535999999997,36.7930348,
toilets,-1.3175868,36.7931086,
toilets,-1.3162232999999999,36.79313319999999,Church Toilet
toilets,-1.3166659999999997,36.7933869,NYS toilet number 72
toilets,-1.3168285999999996,36.794353,
toilets,-1.3169426999999998,36.7944066,
toilets,-1.3177017,36.794187799999996,Savo foundation toilet
toilets,-1.3169095,36.7946923,
toilets,-1.3169627999999998,36.7950828,
toilets,-1.3171478,36.7955871,Kibera disabled group
toilets,-1.317777,36.7946149,
toilets,-1.3194114,36.7946352,
toilets,-1.3176629,36.7956436,
toilets,-1.3187334,36.7947415,
toilets,-1.3176299999999999,36.79513609999999,
toilets,-1.3172536,36.7966097,
toilets,-1.3175900999999999,36.79641899999999,
toilets,-1.3173505,36.7961191,
toilets,-1.3176297,36.7966622,
toilets,-1.3182641,36.7969391,
toilets,-1.3180883,36.7964913,
toilets,-1.3180962999999999,36.79691019999999,
toilets,-1.3126859,36.792497999999995,
toilets,-1.3126594,36.7928032,
toilets,-1.3124518999999997,36.7924403,
toilets,-1.3126704999999999,36.7931388,
toilets,-1.3128677999999998,36.79307649999999,
toilets,-1.3115508,36.7920936,
toilets,-1.3117659000000002,36.792596599999996,
toilets,-1.3113787,36.792838,
toilets,-1.3111817999999997,36.7929235,
toilets,-1.3119899999999998,36.794025,Plot
toilets,-1.312315,36.7946083,Kibera Free Methodist
toilets,-1.3129949999999997,36.7945433,Kibera Free Methodist
toilets,-1.3114533,36.79358,KICEP Toilet
toilets,-1.3114167,36.794323299999995,
toilets,-1.3105232,36.79035519999999,
toilets,-1.3110726,36.7902973,
toilets,-1.3105325,36.7904142,
toilets,-1.3113573999999997,36.790795,
toilets,-1.3111021999999999,36.79017489999999,
toilets,-1.3112306,36.7902535,
toilets,-1.3123669,36.7914725,
toilets,-1.3127198,36.79172369999999,
toilets,-1.3124914999999997,36.7920827,
toilets,-1.3112616,36.7924408,
toilets,-1.3111178,36.7930366,NYS Toilet
toilets,-1.3107538999999997,36.7924524,
toilets,-1.3106453999999998,36.7922991,
toilets,-1.3109219,36.79245879999999,
toilets,-1.31017,36.7930117,
toilets,-1.3103299999999998,36.7931933,Magoso Primary Ablution Block
toilets,-1.3097883,36.7928767,
toilets,-1.3097,36.7926167,
toilets,-1.3099423999999997,36.7917192,
toilets,-1.3134099999999997,36.7940933,
toilets,-1.3136433,36.7942433,Slum Care
toilets,-1.3133383,36.794008299999994,
toilets,-1.3133622,36.795285799999995,
toilets,-1.3149861999999999,36.7964789,
toilets,-1.3131377999999998,36.796364,All Jamaa Group
toilets,-1.3145767,36.78813,
toilets,-1.31438,36.78825669999999,
toilets,-1.3140149999999997,36.7877483,
toilets,-1.3139917,36.7876067,
toilets,-1.3143832999999998,36.78892499999999,
toilets,-1.3140182999999999,36.7876767,
toilets,-1.3112532999999997,36.7962517,Laini Saba Jua Kali
toilets,-1.3116733,36.7953967,Capital One Toilet
toilets,-1.3111149999999998,36.795315,Capital One Toilet
toilets,-1.3112370999999998,36.78780799999999,
toilets,-1.3129683,36.7945845,
toilets,-1.3112536999999997,36.7950824,
toilets,-1.3112764999999997,36.792755299999996,
school,-1.3095805,36.7939243,Goodnews Academy
school,-1.3084518999999997,36.78484209999999,Optimist Educational Centre
school,-1.3082544,36.78481059999999,St Batholomew
school,-1.3142993,36.79352839999999,Emuhaya Rescue Rentre
school,-1.3083863999999998,36.784839899999994,Optimist Educational Centre
school,-1.3148996999999998,36.7846516,Oloos Student Centre
school,-1.3175577000000003,36.7830585,KidStar Academy
school,-1.311009,36.7869611,Kibera Girls Soccer Academy
water_point,-1.3143167,36.783975,Water Tank
water_point,-1.3150667,36.783391699999996,Water tap
water_point,-1.3148949999999997,36.7833983,Water tap
